ITEM,Atividade,UNIDADE_DE_MEDIDA,PORTE_MINIMO,PORTE_PEQUENO,PORTE_MEDIO,PORTE_GRANDE,PORTE_EXCEPCIONAL,POTENCIAL_POLUIDOR,ANEXO_OU_TAXA
32.3,Fabricação de artigos de perfumaria e cosméticos,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,ALTO,ANEXOII
33,"FABRICAÇÃO DE TINTAS, VERNIZES, ESMALTES, LACAS, SOLVENTES E PRODUTOS AFINS",,,,,,,,
33.1,"Fabricação de tintas,vernizes, esmaltes e lacas",área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,ALTO,ANEXOII
33.2,Fabricação de tintas de impressão,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,ALTO,ANEXOII
33.3,"Fabricação de impermeabilizantes, solventes e produtos afins",área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,ALTO,ANEXOII
34,FABRICAÇÃO DE PRODUTOS E PREPARADOS QUÍMICOS DIVERSOS,,,,,,,,
34.1,Fabricação de adesivos e selantes,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,ALTO,ANEXOII
34.2,"Fabricação de pólvoras, explosivos e de tonantes",área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,ALTO,ANEXOII
34.3,Fabricação de artigos pirotécnicos.,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,ALTO,ANEXOII
34.4,Fabricação de catalisadores,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,ALTO,ANEXOII
34.5,Fabricação de aditivos de uso industrial,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,ALTO,ANEXOII
34.6,"Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia",área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,ALTO,ANEXOII
34.7,Fabricação de outros produtos químicos não especificados ou não classificados,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,ALTO,ANEXOII
35,FABRICAÇÃO DE ARTIGOS DE BORRACHA,,,,,,,,
35.1,Fabricação de pneumáticos e de câmaras de ar,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,ALTO,ANEXOII
35.2,Recondicionamento de pneumáticos,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
35.3,Fabricação de artefatos diversos de borracha,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
36,FABRICAÇÃO DE PRODUTOS DE PLÁSTICO,,,,,,,,
36.1,Fabricação de laminados planos e tubulares de plástico,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
36.2,Fabricação de embalagem de plástico,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
36.3,Fabricação de artefatos diversos de material plástico,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
37,FABRICAÇÃO DE VIDRO E PRODUTOS DE VIDRO,,,,,,,,
37.1,Fabricação de vidro plano e de segurança,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
37.2,Fabricação de embalagens de vidro,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
37.3,Fabricação de artigos de vidro,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
37.4,"Fabricação de artefatos de fibra de vidro, de fios e filamentos de fibra de vidro, mantas de fibra de vidro, e artigos de lã de vidro.",área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
38,FABRICAÇÃO DE CIMENTO,,,,,,,,
38.1,Fabricação de cimento,área útil em m²,até5000,"de 5000,0001 até 15.000","de 15.000,0001 até30.000","de30.000,0001 até 50.000",acimade50.000,ALTO,ANEXOII
39,"FABRICAÇÃO DE ARTEFATOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E ESTUQUE",,,,,,,,
39.1,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e estuque",área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
39.2,Fabricação de massa de concreto e argamassa para construção,área útil em m²,até1000,"de 1000,0001 até 5000.000","de5.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
40,FABRICAÇÃO DE PRODUTOS CERÂMICOS,,,,,,,,
40.1,Fabricação de artefatos de cerâmica ou barro cozido para uso na construção civil exceto azulejos e pisos,área útil em m²,até1000,"de 1000,0001 até 3.000","de3.000,0001até 10.000","de10.000,0001 até 20.000",acimade20.000,MÉDIO,ANEXOII
40.2,Fabricação de azulejos e pisos,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
40.4,Fabricação de outros produtos cerâmicos não refratários para usos diversos,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
41,APARELHAMENTO DE PEDRAS E FABRICAÇÃO DE CAL E DE OUTROS PRODUTOS DE MINERAIS NÃO METÁLICOS,,,,,,,,
41.1,"Britamento, aparelhamento e outros trabalhos em pedras (não associados à extração)",área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
41.2,"Fabricação de cal virgem, cal hidratada e gesso",área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,ALTO,ANEXOII
41.3,Fabricação de outros produtos de minerais não metálicos,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
42,INDÚSTRIA METALÚRGICA,,,,,,,,
42.1,Produção de laminados planos de aço,área útil em m²,até5000,"de 5000,0001 até 15.000","de 15.000,0001 até30.000","de30.000,0001 até 50.000",acimade50.000,ALTO,ANEXOII
42.2,Produção de laminados não planos de aço,área útil em m²,até5000,"de 5000,0001 até 15.000","de 15.000,0001 até30.000","de30.000,0001 até 50.000",acimade50.000,ALTO,ANEXOII
42.3,Produção de tubos e canos sem costura,área útil em m²,até5000,"de 5000,0001 até 15.000","de 15.000,0001 até30.000","de30.000,0001 até 50.000",acimade50.000,ALTO,ANEXOII
42.4,Produção de outros laminados não planos de aço,área útil em m²,até5000,"de 5000,0001 até 15.000","de 15.000,0001 até30.000","de30.000,0001 até 50.000",acimade50.000,ALTO,ANEXOII
42.5,Produção de gusa,área útil em m²,até5000,"de 5000,0001 até 15.000","de 15.000,0001 até30.000","de30.000,0001 até 50.000",acimade50.000,ALTO,ANEXOII
42.6,"Produção de ferro, aço e ferro ligas em formas primárias e semi acabados",área útil em m²,até5000,"de 5000,0001 até 15.000","de 15.000,0001 até30.000","de30.000,0001 até 50.000",acimade50.000,ALTO,ANEXOII
42.7,Produção de arames de aço,área útil em m²,até5000,"de 5000,0001 até 15.000","de 15.000,0001 até30.000","de30.000,0001 até 50.000",acimade50.000,ALTO,ANEXOII
42.8,"Produção de relaminados, trefilados e retrefilados deaço, e de perfis estampados – exceto em siderúrgicas integradas",área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
42.9,Fabricação de tubos de aço com costura exceto em siderúrgicas integradas,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
42.1,Fabricação de outros tubos de ferro e aço exceto em siderúrgicas integradas,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
42.11,Fabricação de produtos siderúrgico não especificado,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,ALTO,ANEXOII
43,METALURGIA DE METAIS NÃO FERROSOS,,,,,,,,
43.1,Metalurgia do alumínio e suas ligas,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,ALTO,ANEXOII
43.2,Metalurgia dos metaispreciosos,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,ALTO,ANEXOII
43.3,Metalurgiade outros metais não ferrosos e suas ligas,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,ALTO,ANEXOII
44,FUNDIÇÃO,,,,,,,,
44.1,Produção de peças fundidas de ferro e aço,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,ALTO,ANEXOII
44.2,Produção de peças fundidas de metais não ferrosos e suas ligas,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,ALTO,ANEXOII
45,FABRICAÇÃO DE ESTRUTURAS METÁLICAS E OBRAS DE CALDEIRARIA PESADA,,,,,,,,
45.1,"Fabricação de estruturas metálicas para edifícios, pontes, torres de transmissão, andaimes e outrosfins",área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
45.2,"Fabricação de esquadrias de metal, associada ao tratamento superficial de metais",área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
45.3,"Fabricação de esquadrias de metal, não associada ao tratamento superficial de metais",área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
45.4,Fabricação de obras de caldeiraria pesada,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
46,"FABRICAÇÃO DE TANQUES, RESERVATÓRIOS METÁLICOS E CALDEIRAS",,,,,,,,
46.1,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central",área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
46.2,Fabricação de caldeiras geradoras de vapor exceto para aquecimento central e para veículos,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
47,"FORJARIA, ESTAMPARIA, METALURGIA DO PÓ E SERVIÇOS DE TRATAMENTO DE METAIS",,,,,,,,
47.1,Produção de forjados de aço,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
47.2,Produção de forjados de metais nãoferrosos e suas ligas,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
47.3,Produção de artefatos estampados de metal,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
47.4,Metalurgia do pó,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
47.5,"Têmpera, cementação e tratamento térmico do aço",área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
47.6,"Serviços de usinagem, tornearia, galvanotécnica e solda",área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
48,"FABRICAÇÃO DE ARTIGOS DE CUTELARIA, DE SERRALHERIA E FERRAMENTAS MANUAIS",,,,,,,,
48.1,Fabricação de artigos de cutelaria,área útil em m²,até1000,"de 1000,0001 até 3.000","de3.000,0001até 10.000","de10.000,0001 até 20.000",acimade20.000,MÉDIO,ANEXOII
48.2,"Fabricação de artigos de serralheria, exceto esquadrias",área útil em m²,até1000,"de 1000,0001 até 3.000","de3.000,0001até 10.000","de10.000,0001 até 20.000",acimade20.000,MÉDIO,ANEXOII
48.3,Fabricação de ferramentas manuais,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
49,FABRICAÇÃO DE PRODUTOS DIVERSOS DE METAL,,,,,,,,
49.1,Fabricação de embalagens metálicas,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
49.2,"Fabricação de artefatos de trefilados de ferro, aço e de metais não ferrosos",área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
49.3,Fabricação de artigos de funilaria e de artigos de metal para usos doméstico e pessoal,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
49.4,Fabricação de outros produtos elaborados de metal,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
50,"FABRICAÇÃO DE MOTORES, BOMBAS, COMPRESSORES E EQUIPAMENTOS DE TRANSMISSÃO",,,,,,,,
50.1,"Fabricação de motores estacionários de combustão interna,turbinas e outras máquinas motrizes não elétricas, inclusive peças exceto para aviões e veículos rodoviários",área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
50.2,"Fabricação de bombas e carneiros hidráulicos, inclusive peças",área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
50.3,"Fabricação de válvulas, torneiras e registros,inclusive peças",área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
50.4,"Fabricação de com pressores, inclusive peças",área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
50.5,Fabricação de equipamentosde transmissão para fins industriais inclusive rolamentos e peças,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
51,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS DE USO GERAL,,,,,,,,
51.1,Fabricação de fornos industriais aparelhos e equipamentos não elétricos para instalações térmicas inclusive peças,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
51.2,Fabricação de estufas elétricas para fins industriais inclusive peças,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
51.3,Fabricação de máquinas equipamentos para transporte e elevação de cargas e pessoas inclusive peças,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
51.4,Fabricação de máquinas e aparelhos de refrigeração e ventilaçãode uso industrial inclusive peças,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
51.5,Fabricação de outrasmáquinas e equipamentos de uso geral – exceto peças,área útil em m²,até250,"de 250,0001 até 2.000","de2.000,0001até 10.000","de10.000,0001 até 30.000",acimade30.000,MÉDIO,ANEXOII
52,"FABRICAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS",,,,,,,,
52.1,"Fabricação de geradores de corrente contínua ou alternada, inclusive peças",área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
52.2,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, inclusive peças",área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
52.3,"Fabricação de motores elétricos, inclusive peças",área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
53,FABRICAÇÃO DE EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA,,,,,,,,
53.1,"Fabricação de subestações, quadros de comando, reguladores de voltagem e outros aparelhos e equipamentos para distribuiçãoe controle de energia, inclusive peças",área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
53.2,Fabricação de material elétrico para instalações em circuito de consumo,área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
54,"FABRICAÇÃO DE FIOS, CABOS E CONDUTORES ELÉTRICOS ISOLADOS",,,,,,,,
54.1,"Fabricação de fios, cabos e condutores elétricos isolados",área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
55,FABRICAÇÃO DE MATERIAL ELÉTRICO PARA VEÍCULOS EXCETO BATERIAS,,,,,,,,
55.1,Fabricação de material elétrico para veículos exceto baterias,área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
56,"FABRICAÇÃO DE ARTIGOS PARA USO ELÉTRICO, APARELHOS E EQUIPAMENTOS PARA SINALIZAÇÃO E ALARME E OUTROS APARELHOS E EQUIPAMENTOS NÃO ESPECIFICADOS",,,,,,,,
56.1,"Fabricação de eletrodos,contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores",área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
56.2,Fabricação de aparelhos e equipamentos para sinalização e alarme,área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
56.3,Fabricação de outros aparelhos ou equipamentos elétricos,área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
57,FABRICAÇÃO DE MATERIAL ELETRÔNICO BÁSICO,,,,,,,,
57.1,Fabricação de material eletrônico básico,área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
58,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS DE TELEFONIA E RADIOTELEFONIA E DE TRANSMISSORES DE TELEVISÃO E RÁDIO,,,,,,,,
58.1,"Fabricação de equipamentos transmissores de rádio e televisão e de equipamentos para estações telefônicas, para radiotelefonia e radiotelegrafia, de microondas e repetidoras inclusive peças",área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
58.2,"Fabricação de aparelhos telefônicos, sistemas de intercomunicação e semelhantes, inclusive peças",área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
59,"FABRICAÇÃO DE APARELHOS RECEPTORES DE RÁDIO E TELEVISÃO E DE REPRODUÇÃO, GRAVAÇÃO E AMPLIFICAÇÃO DE SOM E VÍDEO",,,,,,,,
59.1,"Fabricação de aparelhos receptores de rádio e televisão e de re produção, gravação ou amplificação de som e vídeo",área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
60,"FABRICAÇÃO DE APARELHOS, EQUIPAMENTOS E INSTRUMENTOS PARA USOS MÉDICO-HOSPITALARES, ODONTOLÓGICOS E LABORATÓRIOS",,,,,,,,
60.1,"Fabricação de aparelhos, equipamentos e mobiliários para instalações hospitalares, em consultórios médicos e odontológicos e para laboratórios",área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
60.2,"Fabricação de instrumentos e utensílios para usos médicos, cirúrgicos, odontológicos e de laboratórios",área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
60.3,Fabricação de aparelhos e utensílios para correção de de feitos físicos e aparelhos ortopédicos em geral,área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
61,"FABRICAÇÃO DE APARELHOS E INSTRUMENTOS DE MEDIDA, TESTE E CONTROLE EXCLUSIVE EQUIPAMENTOS PARA CONTROLE DE PROCESSOS INDUSTRIAIS",,,,,,,,
61.1,"Fabricação de aparelhos e instrumentos de medida, teste controle – exceto equipamentos para controle de processos industriais",área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
62,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E EQUIPAMENTOS DE SISTEMAS ELETRÔNICOS DEDICADOS À AUTOMAÇÃO INDUSTRIAL E CONTROLE DO PROCESSO PRODUTIVO",,,,,,,,
62.1,"Fabricação de máquinas, aparelhos e equipamentos de sistemas eletrônicos dedicados a automação industrial e controle do processo produtivo.",área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
63,"FABRICAÇÃO DE APARELHOS, INSTRUMENTOS E MATERIAIS ÓTICOS, FOTOGRÁFICOS E CINEMATOGRÁFICOS",,,,,,,,
63.1,"Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios",área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
63.3,Fabricação de material óptico,área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
64,FABRICAÇÃO DE CRONÔMETROS E RELÓGIOS,,,,,,,,
64.1,Fabricação de cronômetros e relógios,área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
65,"FABRICAÇÃO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS INCLUSIVE PEÇAS E ACESSÓRIOS",,,,,,,,
65.1,"Fabricação de carrocerias e reboques para caminhão, carros e motocicletas.",área útil em m²,até2000,"de 2000,0001 até 5.000","de 5.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
65.2,Fabricação de carrocerias para ônibus,área útil em m²,até2000,"de 2000,0001 até 5.000","de 5.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,ALTO,ANEXOII
65.3,Fabricação de peças e acessórios para o sistema motor,área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
65.4,Fabricação de peças e acessórios para os sistemas de marcha e transmissão,área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
65.5,Fabricação de peças e acessórios para o sistema de freios,área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
65.6,Fabricação de peças e acessórios para o sistema de direção e suspensão,área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
65.7,Fabricação de peças e acessórios de metal para veículos automotores não classificados em outra classe,área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
66,CONSTRUÇÃO E REPARAÇÃO DE EMBARCAÇÕES,,,,,,,,
66.1,Construção e reparação de embarcações de grande porte,área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,ALTO,ANEXOII
66.2,"Construção e reparação de embarcações para uso comercial e para usos especiais, exceto de grande porte",área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
66.3,Construção de embarcações para esporte e lazer,área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
67,FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE,,,,,,,,
67.1,Fabricação de motocicletas inclusive peças,área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,ALTO,ANEXOII
67.2,Fabricação de bicicletas e triciclos não motorizados inclusive peças,área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,ALTO,ANEXOII
67.3,Fabricação de outros equipamentos de transporte,área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,ALTO,ANEXOII
68,FABRICAÇÃO DE ARTIGOS DE MOBILIÁRIO,,,,,,,,
68.1,Fabricação de móveis com predominância de madeira,área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
68.2,Fabricação de móveis com predominância de metal,área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
68.3,Fabricação de móveis de outros materiais,área útil em m²,até250,"de 250,0001 até 2.000","de 2.000,0001 até10.000","de 10.000,0001até 30.000",acimade30.000,MÉDIO,ANEXOII
